movieId,title,date,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18
857,Crows and Sparrows,-662688000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
858,"Godfather, The",63072000.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
859,"Hippie Revolution, The",820454400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
860,"Maybe, Maybe Not (Bewegte Mann, Der)",757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861,Supercop,694224000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
862,Manny & Lo,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
863,Celestial Clockwork,757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
864,"Wife, The",788918400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
865,Small Faces,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
866,Bound,820454400.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
867,Carpool,820454400.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
868,Death in Brunswick,662688000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
869,Kansas City,820454400.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
870,Gone Fishin',852076800.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
871,Lover's Knot,820454400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
872,Aiqing wansui,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
873,Shadow of Angels (Schatten der Engel),189302400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
874,Killer: A Journal of Murder,788918400.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
875,Nothing to Lose,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
876,Police Story 4: Project S (Chao ji ji hua),725846400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
877,Girls Town,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
878,Bye-Bye,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
879,"Relic, The",852076800.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
880,"Island of Dr. Moreau, The",820454400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
881,First Kid,820454400.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
882,"Trigger Effect, The",820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
884,Sweet Nothing,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
885,Bogus,820454400.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
886,Bulletproof,820454400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
887,Talk of Angels,883612800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
888,Land Before Time III: The Time of the Great Giving,788918400.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
889,1-900,757382400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
890,Baton Rouge,567993600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
891,Halloween: The Curse of Michael Myers,788918400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
892,Twelfth Night,820454400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
893,Mother Night,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
894,Liebelei,-1167609600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
895,Venice/Venice,694224000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
896,Wild Reeds,757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
897,For Whom the Bell Tolls,-852076800.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
898,"Philadelphia Story, The",-946771200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
899,Singin' in the Rain,-568080000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
900,"American in Paris, An",-599616000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
901,Funny Face,-410227200.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
902,Breakfast at Tiffany's,-283996800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
903,Vertigo,-378691200.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
904,Rear Window,-504921600.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
905,It Happened One Night,-1136073600.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
906,Gaslight,-820540800.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
907,"Gay Divorcee, The",-1136073600.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
908,North by Northwest,-347155200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
909,"Apartment, The",-315619200.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
910,Some Like It Hot,-347155200.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
911,Charade,-220924800.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
912,Casablanca,-883612800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
913,"Maltese Falcon, The",-915148800.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
914,My Fair Lady,-189388800.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
915,Sabrina,-504921600.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
916,Roman Holiday,-536457600.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
917,"Little Princess, The",-978307200.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
918,Meet Me in St. Louis,-820540800.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
919,"Wizard of Oz, The",-978307200.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
920,Gone with the Wind,-978307200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
921,My Favorite Year,378691200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
922,Sunset Blvd. (a.k.a. Sunset Boulevard),-631152000.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
923,Citizen Kane,-915148800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
924,2001: A Space Odyssey,-63158400.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
925,Golden Earrings,-725846400.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
926,All About Eve,-631152000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
927,"Women, The",-978307200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
928,Rebecca,-946771200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
929,Foreign Correspondent,-946771200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
930,Notorious,-757382400.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
931,Spellbound,-788918400.0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
932,"Affair to Remember, An",-410227200.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
933,To Catch a Thief,-473385600.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
934,Father of the Bride,-631152000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
935,"Band Wagon, The",-536457600.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
936,Ninotchka,-978307200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
937,Love in the Afternoon,-410227200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
938,Gigi,-378691200.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
939,"Reluctant Debutante, The",-378691200.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
940,"Adventures of Robin Hood, The",-1009843200.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
941,"Mark of Zorro, The",-946771200.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,Laura,-820540800.0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
943,"Ghost and Mrs. Muir, The",-725846400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
944,Lost Horizon,-1041379200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
945,Top Hat,-1104537600.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
946,To Be or Not to Be,-883612800.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
947,My Man Godfrey,-1073001600.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
948,Giant,-441849600.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
949,East of Eden,-473385600.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
950,"Thin Man, The",-1136073600.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
951,His Girl Friday,-946771200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
952,Around the World in 80 Days,-441849600.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
953,It's a Wonderful Life,-757382400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
954,Mr. Smith Goes to Washington,-978307200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
955,Bringing Up Baby,-1009843200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
956,Penny Serenade,-915148800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
957,"Scarlet Letter, The",-1388534400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
958,Lady of Burlesque,-852076800.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
959,Of Human Bondage,-1136073600.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
960,Angel on My Shoulder,-757382400.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
961,Little Lord Fauntleroy,-1073001600.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
962,They Made Me a Criminal,-978307200.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
963,"Inspector General, The",-662688000.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
964,Angel and the Badman,-725846400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
965,"39 Steps, The",-1104537600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
966,"Walk in the Sun, A",-788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
967,"Outlaw, The",-852076800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
968,Night of the Living Dead,-63158400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
969,"African Queen, The",-599616000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
970,Beat the Devil,-504921600.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
971,Cat on a Hot Tin Roof,-378691200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
972,"Last Time I Saw Paris, The",-504921600.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
973,Meet John Doe,-915148800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
974,Algiers,-1009843200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
975,Something to Sing About,-1041379200.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
976,"Farewell to Arms, A",-1199232000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
977,Moonlight Murder,-1073001600.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
978,"Blue Angel, The (Blaue Engel, Der)",-1262304000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
979,Nothing Personal,788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
980,In the Line of Duty 2,536457600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
981,Dangerous Ground,852076800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
982,Picnic,-473385600.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
983,Madagascar Skin,788918400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
984,"Pompatus of Love, The",820454400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
985,Small Wonders,820454400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
986,Fly Away Home,820454400.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
987,Bliss,852076800.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
988,Grace of My Heart,820454400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
989,Schlafes Bruder (Brother of Sleep),788918400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
990,Maximum Risk,820454400.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
991,Michael Collins,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
992,"Rich Man's Wife, The",820454400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
993,Infinity,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
994,Big Night,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
996,Last Man Standing,820454400.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
997,Caught,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
998,Set It Off,820454400.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
999,2 Days in the Valley,820454400.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1000,Curdled,820454400.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1001,"Associate, The (L'Associe",378691200.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,Ed's Next Move,820454400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,Extreme Measures,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
1004,"Glimmer Man, The",820454400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1005,D3: The Mighty Ducks,820454400.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,"Chamber, The",820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1007,"Apple Dumpling Gang, The",157766400.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1008,"Davy Crockett, King of the Wild Frontier",-473385600.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1009,Escape to Witch Mountain,157766400.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1010,"Love Bug, The",-31536000.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,Herbie Rides Again,126230400.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1012,Old Yeller,-410227200.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1013,"Parent Trap, The",-283996800.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1014,Pollyanna,-315619200.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1015,Homeward Bound: The Incredible Journey,725846400.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,"Shaggy Dog, The",-347155200.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1017,Swiss Family Robinson,-315619200.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,That Darn Cat!,-157766400.0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1019,"20,000 Leagues Under the Sea",-504921600.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
1020,Cool Runnings,725846400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,Angels in the Outfield,757382400.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1022,Cinderella,-631152000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1023,Winnie the Pooh and the Blustery Day,-63158400.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,"Three Caballeros, The",-788918400.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1025,"Sword in the Stone, The",-220924800.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1026,So Dear to My Heart,-662688000.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1027,Robin Hood: Prince of Thieves,662688000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1028,Mary Poppins,-189388800.0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1029,Dumbo,-915148800.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1030,Pete's Dragon,220924800.0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1031,Bedknobs and Broomsticks,31536000.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1032,Alice in Wonderland,-599616000.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1033,"Fox and the Hound, The",347155200.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,Freeway,820454400.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1035,"Sound of Music, The",-157766400.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1036,Die Hard,567993600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1037,"Lawnmower Man, The",694224000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1038,Unhook the Stars,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1039,Synthetic Pleasures,788918400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1040,"Secret Agent, The",820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1041,Secrets & Lies,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1042,That Thing You Do!,820454400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,To Gillian on Her 37th Birthday,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1044,Surviving Picasso,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1045,Love Is All There Is,820454400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1046,Beautiful Thing,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1047,"Long Kiss Goodnight, The",820454400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1049,"Ghost and the Darkness, The",820454400.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,Looking for Richard,820454400.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
1051,Trees Lounge,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1052,"Proprietor, The",820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1053,Normal Life,820454400.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1054,Get on the Bus,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1055,Shadow Conspiracy,852076800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1056,Jude,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1057,Everyone Says I Love You,820454400.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1058,Bitter Sugar (Azucar Amargo),820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1059,William Shakespeare's Romeo and Juliet,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1060,Swingers,820454400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
1061,Sleepers,820454400.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1062,"Sunchaser, The",820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1063,Johns,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1064,Aladdin and the King of Thieves,820454400.0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1065,"Woman in Question, The",-631152000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1066,Shall We Dance?,-1041379200.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1067,"Damsel in Distress, A",-1041379200.0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
1068,Crossfire,-725846400.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
1069,"Murder, My Sweet",-820540800.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
1070,Macao,-568080000.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1071,For the Moment,757382400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
1073,Willy Wonka and the Chocolate Factory,31536000.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0
1075,"Sexual Life of the Belgians, The",757382400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1076,"Innocents, The",-283996800.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1077,Sleeper,94694400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1078,Bananas,31536000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
1079,"Fish Called Wanda, A",567993600.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,Monty Python's Life of Brian,283996800.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1081,Victor/Victoria,378691200.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1082,"Candidate, The",63072000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1083,"Great Race, The",-157766400.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
1084,Bonnie and Clyde,-94694400.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1085,"Old Man and the Sea, The",-378691200.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1086,Dial M for Murder,-504921600.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1087,Madame Butterfly,788918400.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1088,Dirty Dancing,536457600.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
1089,Reservoir Dogs,694224000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
1090,Platoon,504921600.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1091,Weekend at Bernie's,599616000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1092,Basic Instinct,694224000.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
1093,"Doors, The",662688000.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1094,"Crying Game, The",694224000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
1095,Glengarry Glen Ross,694224000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1096,Sophie's Choice,378691200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1097,E.T. the Extra-Terrestrial,378691200.0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0
1098,"Search for One-eye Jimmy, The",820454400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1099,"Christmas Carol, A",-1009843200.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1100,Days of Thunder,631152000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1101,Top Gun,504921600.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1102,American Strays,820454400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,Rebel Without a Cause,-473385600.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1104,"Streetcar Named Desire, A",-599616000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1105,Children of the Corn IV: The Gathering,820454400.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1106,"Leopard Son, The",820454400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1107,Loser,662688000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,Prerokbe Ognja,788918400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1109,Charm's Incidents,820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1110,Bird of Prey,820454400.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1111,Microcosmos (Microcosmos: Le peuple de l'herbe),820454400.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1112,Palookaville,820454400.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1113,"Associate, The",820454400.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,"Funeral, The",820454400.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1115,Sleepover,788918400.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
